Age,Fare,Sex,Siblings_Spouses,Parents_Children,Pclass,Embarked,Survived
28,12.875,0,0,0,2,Southampton,False
24,65.0,1,1,2,2,Southampton,False
24,7.775,0,0,0,3,Southampton,False
57,13.0,0,0,0,2,Southampton,False
21,7.75,0,0,0,3,Queenstown,False
6,21.075,0,3,1,3,Southampton,False
23,93.5,0,0,0,1,Southampton,False
51,39.4,1,0,1,1,Southampton,False
13,20.25,0,0,2,3,Southampton,False
47,10.5,0,0,0,2,Southampton,False
29,22.025,0,3,1,3,Southampton,False
18,60.0,1,1,0,1,Southampton,False
24,7.25,0,0,0,3,Queenstown,False
48,79.2,1,1,1,1,Cherbourg,False
22,7.775,0,0,0,3,Southampton,False
31,7.7333,0,0,0,3,Queenstown,False
30,164.8667,1,0,0,1,Southampton,False
38,21.0,0,1,0,2,Southampton,False
22,59.4,1,0,1,1,Cherbourg,False
17,47.1,0,0,0,1,Southampton,False
43,27.7208,0,1,0,1,Cherbourg,False
20,13.8625,0,0,0,2,Cherbourg,False
23,10.5,0,1,0,2,Southampton,False
50,211.5,0,1,1,1,Cherbourg,False
28,7.7208,1,0,0,3,Queenstown,False
3,13.775,1,1,1,3,Southampton,False
28,7.75,1,0,0,3,Queenstown,False
37,90.0,1,1,0,1,Queenstown,False
28,7.775,1,0,0,3,Southampton,False
28,8.05,0,0,0,3,Southampton,False
39,108.9,1,0,0,1,Cherbourg,False
38,7.25,0,0,0,3,Southampton,False
28,8.05,0,0,0,3,Southampton,False
28,22.3583,0,1,1,3,Cherbourg,False
